Attack_ID,Weight,Num_Attempts,Duration,Headers_Complexity,Payload_Complexity,Attack_Type_Dos,Attack_Type_PortScanning,Attack_Type_SQLInjection,Attack_Type_XSSAttack,Skill_Score
25,1.2060091823060524,1.5077298912703898,-0.0886276056291652,-0.5982377330892802,0.6740343869292507,True,False,False,False,3.3864754824011927
26,1.2060091823060524,0.4818306683601677,1.207656168666119,-0.8152992116661244,0.1496484175778707,True,False,False,False,2.714684499337248
27,-1.5216367873683796,1.097370202106301,1.0726168488465977,-1.027915745289177,0.3565682865651721,False,True,False,False,-0.8824282519119593
28,0.0370180524455814,1.5419265320340638,0.2998007587953295,-1.6361323797997205,1.4436062284368172,False,False,False,False,1.8105836107059634
29,0.816345472352562,-0.407281991495358,1.2921582235228275,1.178258600109603,0.914968480955561,False,False,True,False,4.712763785930065
30,1.2060091823060524,-0.6124618360774025,-1.0314433250976365,0.8945229472258779,-0.242932429747352,True,False,False,False,0.9227239902835356
31,0.816345472352562,-1.3305912921145575,-1.3609017870684204,-0.359692353902441,1.8687840414244232,False,False,True,False,0.530813558514686
32,-0.7423093674613991,-0.1679055061496395,-0.8072757117979279,0.9523072316251746,1.0992121999168567,False,False,False,True,0.48309926870245756
33,-1.5216367873683796,1.3367466874520193,-1.553212769846958,0.3314965864122203,0.2148423489026367,False,True,False,False,-1.8218303061794163
34,-0.7423093674613991,-0.5782651953137283,0.1097150553546678,0.7930300374476268,1.8021728507230317,False,False,False,True,1.7124465597259344
35,0.816345472352562,-0.3046920692043358,1.5319027921876671,0.7959933340834878,0.4331002929029408,False,False,True,False,3.9699513131861823
36,0.816345472352562,-1.43318121440558,-1.6154620313249073,0.1485130191477816,0.5932506024616057,False,False,True,False,-0.8746836310242189
37,0.0370180524455814,-1.3305912921145575,-1.3251801976972546,0.9011903646565662,0.2290149426688905,False,False,False,False,-1.2210965480860032
38,1.2060091823060524,1.2341567651609973,-0.1672736622283054,-1.8205975953820897,-0.9940798993587888,True,False,False,False,-0.6011241072331628
39,1.2060091823060524,0.0372743384324048,1.5222989550452557,-0.6323156444016856,-0.6638584646050816,True,False,False,False,1.74679228966811
40,-0.7423093674613991,1.3025500466883453,-0.6444789602375335,-1.8739369348275945,-1.135805837021324,False,False,False,True,-4.180664874662121
41,-1.5216367873683796,-0.3046920692043358,0.0257400403411406,-0.031507251480796,0.2006697551363834,False,True,False,False,-2.3383452300154217
42,1.2060091823060524,-1.1254114475325134,-1.607673553642342,-1.757627541870036,1.249441693839144,True,False,False,False,-1.408950075968933
43,0.0370180524455814,0.8921903575242565,-1.2331239050882832,0.3411273004787696,0.0646128549803495,False,False,False,False,0.20794300315332329
44,-0.7423093674613991,-0.1337088653859655,1.7073484999844086,-0.6463913034220272,0.6215957899941127,False,False,False,True,0.49258054629225845
45,-0.7423093674613991,-0.6124618360774025,1.6319232424269312,0.5270741643790701,0.9617380403841976,False,False,False,True,1.788745804911771
46,0.0370180524455814,0.9947802798152788,-1.7361541554133868,0.4381752653032292,-0.162148645279707,False,False,False,False,-0.37082971742948
47,-1.5216367873683796,1.0289769205789527,1.5852509363141127,1.156774699499608,-0.3180471767084956,False,True,False,False,1.3064409855189811
48,0.0370180524455814,0.139864260723427,0.4883639026890241,-1.361286616823579,-0.6539376489687043,False,False,False,False,-1.7999076417667874
49,-1.5216367873683796,1.2341567651609973,1.2909284638887382,-1.5672357330159437,0.7534009120202705,False,True,False,False,-0.6586316459956147
50,0.0370180524455814,1.4393366097430416,-0.1583725448768019,-1.1753397529232794,-0.9189651523976452,False,False,False,False,-1.2685712580902622
51,0.0370180524455814,-1.0228215252414912,0.055078591611557,-0.2870915863238378,-1.4050851185801412,False,False,False,False,-3.0833364127043508
52,0.816345472352562,-0.5782651953137283,-0.0387345004746846,0.6900554793514445,0.6258475681239889,False,False,True,False,2.249186926523349
53,-0.7423093674613991,0.8237970759969084,0.5856905937298066,1.791661003732904,0.6740343869292507,False,False,False,True,3.322261526022127
54,0.0370180524455814,-0.3388887099680099,-1.2636336560102133,-0.7123246535699423,-0.394579183046265,False,False,False,False,-2.9147378095539267
55,0.0370180524455814,-0.6124618360774025,-1.6483727415324405,-0.9686498125719498,-1.6559400282428285,False,False,False,False,-5.520409310743487
56,1.2060091823060524,1.610319813561412,-0.6733490316473444,0.4692898799797734,-1.3016251840864903,True,False,False,False,1.617019672036437
57,-0.7423093674613991,-1.6383610589876243,0.7183289542637251,-0.9167921214443758,-2.32630371338662,False,False,False,True,-6.157841529051854
58,1.2060091823060524,1.610319813561412,-1.0454391609332243,1.1871484900171871,0.2857053177339047,True,False,False,False,4.169889527161967
59,-0.7423093674613991,-0.5782651953137283,0.6087632268646249,0.2848246643974041,0.8100912870852846,False,False,False,True,0.311942250846553
60,1.2060091823060524,0.9263869982879306,1.6487299574261516,-1.390919583182193,-0.9473103399301523,True,False,False,False,1.483523787445331
61,0.0370180524455814,-0.6808551176047506,-1.4240880082675806,-0.7960377835330257,1.0708670123843496,False,False,False,False,-1.6125342713439352
62,0.0370180524455814,-0.5782651953137283,0.6058352277358411,1.5227418340284862,-1.1967479902162144,False,False,False,False,0.3546149246435897
63,0.816345472352562,0.9263869982879306,-0.1969050134116002,0.2848246643974041,1.3401462939431663,False,False,True,False,4.037979972808175
64,1.2060091823060524,-0.8176416806594469,1.2917483036447974,-0.7915928385792338,-1.5751562437751832,True,False,False,False,-0.7144941267583893
65,-1.5216367873683796,-0.954428243714143,-1.1321079351452328,0.1344373601274401,-0.162148645279707,False,True,False,False,-4.418459766622636
66,0.816345472352562,0.5502239498875159,0.676048646844083,-0.3537657606307182,-1.726802997074096,False,False,True,False,-0.21857200369274477
67,1.2060091823060524,-0.407281991495358,1.1863988949911466,0.7515438845455678,-0.8424331460598762,True,False,False,False,2.394820248531709
68,1.2060091823060524,1.3709433282156935,1.5599530238414188,-0.4922998783572365,0.3239713209027888,True,False,False,False,4.570312988661133
69,0.816345472352562,-0.1337088653859655,0.6431964966191257,1.016758933455159,0.1213032300453636,False,False,True,False,3.1118107589671666
70,0.0370180524455814,-1.1938047290598617,-0.0095130691694196,-0.372286364604852,0.5748262305654762,False,False,False,False,-0.8472602573516125
71,1.2060091823060524,1.644516454325086,0.4137584848876058,-1.1197779410008788,0.3849134740976791,True,False,False,False,3.023942699797699
72,0.0370180524455814,-0.2021021469133136,1.2943835028607031,-0.822707453255778,-0.0204227076171716,False,False,False,False,0.13400997080650495
73,0.816345472352562,-0.0311189430949432,0.248092294181003,-0.3159837285234858,-1.3583155591515044,False,False,True,False,-0.7034991415102356
74,0.0370180524455814,0.8579937167605824,-1.6469087419680484,-1.2605345312042937,-0.5589812707348054,False,False,False,False,-2.9727050359394935
75,-0.7423093674613991,0.3792407460691455,1.512050958094511,0.4107647714215118,1.0184284154492118,False,False,False,True,2.5947023187613474
76,-1.5216367873683796,0.5844205906511899,0.6652150500675817,1.7472115541949838,0.5464810430329692,False,True,False,False,1.7742596806430424
77,1.2060091823060524,-1.5015744959329282,0.6195382636585502,-1.6042769409642108,0.6598617931629974,True,False,False,False,-0.14033445686045554
78,-1.5216367873683796,-1.398984573641906,-0.99695149536056,-1.5442701840880184,-2.0527726536979274,False,True,False,False,-9.200119920767964
79,0.0370180524455814,-1.5015744959329282,0.5576989220586308,0.9197109686307,0.4515246647990709,False,False,False,False,0.8022867313897069
80,1.2060091823060524,0.7896004352332343,-0.371940801330312,-0.0389154930704492,2.000589163450581,True,False,False,False,4.780740728163217
81,0.0370180524455814,1.5419265320340638,0.5308784500389687,-1.8517122100586336,1.3118011064106594,False,False,False,False,1.6116188470049015
82,-0.7423093674613991,-0.6124618360774025,-1.3795824215100627,-0.075956701018716,0.6882069806955045,False,False,False,True,-2.3019872750978676
83,0.816345472352562,-0.3046920692043358,0.5540682031389387,0.7582113019762561,-0.8240087741637464,False,False,True,False,1.3125364984220829
84,1.2060091823060524,0.8921903575242565,1.7522054466373809,0.7811768509041813,-0.1479760515134532,True,False,False,False,5.198452931738244
85,-0.7423093674613991,-1.43318121440558,-1.5843666805772203,0.7107985558024743,-0.488118301903538,False,False,False,True,-3.9126074716865293
86,-0.7423093674613991,0.7554037944695603,1.6742035498465733,-1.2442363997070558,0.4047551053704338,False,False,False,True,0.34924125045713206
87,1.2060091823060524,0.0030776976687307,-0.3261468949561292,-0.2307889502424716,-0.8481021835663776,True,False,False,False,0.10646499724442315
88,0.0370180524455814,1.4393366097430416,1.300883660926604,0.7241333906638503,-1.6701126220090818,False,False,False,False,1.4935610095228316
89,-0.7423093674613991,0.4134373868328196,0.9909256731535222,-0.9760580541616032,0.7732425432930258,False,False,False,True,0.1248446500812529
90,-1.5216367873683796,1.165763483633649,0.2354433379446558,1.3997650236402397,-0.8098361803974928,False,True,False,False,-0.2543173656227179
91,-0.7423093674613991,0.4134373868328196,0.8367957990143284,-0.1167020297618095,-0.4087517768125183,False,False,False,True,-0.5346506109153957
92,0.0370180524455814,-1.467377855169254,1.3281140528242956,-2.0028403384875637,-0.1196308639809461,False,False,False,False,-2.642665253036893
93,0.0370180524455814,0.8579937167605824,-0.3358678520636923,0.0107197255802286,0.4557764429289465,False,False,False,False,1.183025989869167
94,-1.5216367873683796,1.165763483633649,-0.6063564115807649,-1.596127875215592,1.2735351032417748,False,True,False,False,-1.9828059250440888
95,-0.7423093674613991,1.0289769205789527,0.5882672329631364,0.5685603172811291,1.5569869785668455,False,False,False,True,3.2101355552242445
96,0.0370180524455814,-1.5699677774602765,1.0802296465814365,-0.1004038982645725,-0.2712776172798591,False,False,False,False,-0.9073566325917717
97,1.2060091823060524,-1.5015744959329282,0.9204194541324018,-0.5908294914996267,-0.4555213362411547,True,False,False,False,-0.07331439525450112
98,0.816345472352562,0.2766508237781233,1.045035097053452,0.4152097163753039,-1.0649428681900566,False,False,True,False,1.66003006036371
99,0.816345472352562,-0.954428243714143,-0.2255994048736842,-0.4263665282093213,0.2913743552404055,False,False,True,False,-0.08836261209764251
100,0.816345472352562,-0.8176416806594469,1.1152485161616938,1.091582173510658,-0.6723620208648338,False,False,True,False,1.9579530251195958
101,-0.7423093674613991,-1.6041644182239505,-1.3317974757283066,-0.735290202497868,-1.230762215255223,False,False,False,True,-6.531765067973588
102,-1.5216367873683796,-0.3046920692043358,0.1564459214500617,-0.4952631749930979,0.0220950736815886,False,True,False,False,-2.996293543012496
103,0.0370180524455814,0.3450441053054714,-1.7332847162671785,0.7796952025862508,0.8908750715529296,False,False,False,False,0.7610583038289744
104,1.2060091823060524,-1.2280013698235357,-0.6149061690368144,1.273824916616132,-0.4087517768125183,True,False,False,False,0.963318824681813
105,1.2060091823060524,0.8579937167605824,-0.4680377327370054,1.564227986930545,-0.4413487424749016,True,False,False,False,3.5022899765819373
106,-0.7423093674613991,1.097370202106301,-0.3638009637522924,-1.490930844642514,0.3239713209027888,False,False,False,True,-1.7478491092354813
107,0.816345472352562,-1.2963946513508835,0.6860038438819489,-0.185598676545586,0.3565682865651721,False,False,True,False,0.854947761739929
108,-0.7423093674613991,1.2683534059246713,-0.3905043158068031,0.5055902637690752,-0.8991235211248904,False,False,False,True,-0.7977672220136977
109,-1.5216367873683796,-1.2963946513508835,-0.1795712585691985,-0.5723088875254932,0.4132586616301862,False,True,False,False,-3.9079554958840013
110,-1.5216367873683796,-1.2621980105872097,-0.9202379181864172,0.7085760833255782,-0.7956635866312394,False,True,False,False,-4.648962472456113
111,0.0370180524455814,-0.8518383214231209,-0.444203819828703,0.6218996567266335,-1.5283866843465468,False,False,False,False,-2.4811381641620027
112,0.0370180524455814,-0.1679055061496395,-0.9563108674530372,0.2966778509408496,1.4719514159693243,False,False,False,False,1.2008609669548367
113,-1.5216367873683796,-1.0570181660051652,-1.4967609466440013,-0.9545741535516082,-1.9294710879315211,False,True,False,False,-8.490035692274644
114,-1.5216367873683796,0.1740609014871011,0.3632797799073683,0.8226630038062404,0.0688646331102257,False,True,False,False,-0.6683948720473181
115,-1.5216367873683796,-0.1679055061496395,0.5904339523184365,-0.6123133921096218,-0.0402643388899269,False,True,False,False,-2.647046445972223
116,-0.7423093674613991,-1.43318121440558,0.4194973631800226,-0.8145583875071591,1.249441693839144,False,False,False,True,-1.4803437654353597
117,-1.5216367873683796,1.4735332505067156,-0.1276871140071448,-0.9560558018695392,-0.1479760515134532,False,True,False,False,-2.2762448737639347
118,1.2060091823060524,0.1056676199597529,-0.4213068666416115,0.891559650590017,-0.488118301903538,True,False,False,False,1.9286923150106408
119,0.816345472352562,0.1740609014871011,1.2748830286630013,-1.5242679317959542,0.2672809458377746,False,False,True,False,1.1918058501129074
120,-1.5216367873683796,-0.6124618360774025,0.0673176279698744,1.263453378390617,0.5223876336303382,False,True,False,False,-0.6323514113719176
121,0.816345472352562,0.0372743384324048,-0.0726407303860042,-0.8508587712964607,1.4195128190341864,False,False,True,False,2.0134879557639334
122,-0.7423093674613991,-0.2021021469133136,-1.663539777019542,0.1648111506450192,2.496629945269454,False,False,False,True,0.4642863344993593
123,0.816345472352562,1.097370202106301,-0.5564633064262843,1.8679658921063336,-0.0629404889159326,False,False,True,False,3.9251615391457477
124,-0.7423093674613991,0.6870105129422122,-0.4198428670772196,0.5048494396101096,-0.9232169305275212,False,False,False,True,-1.440659087480752
125,1.2060091823060524,-1.0912148067688394,-0.3545484865053346,-0.0137274716656278,-2.231347335152721,True,False,False,False,-2.5539740215123863
126,-0.7423093674613991,1.131566842869975,0.2815886042142926,0.2425976873363795,-0.0019983357210422,False,False,False,True,0.5882107842584695
127,-0.7423093674613991,-0.954428243714143,0.1182648128107173,0.7367274013662612,1.627849947398113,False,False,False,True,1.050650331161536
128,0.0370180524455814,-0.441478632259032,0.3789152952550755,1.221226401329593,-0.3988309611761406,False,False,False,False,0.9399551737309445
129,-1.5216367873683796,1.5761231727977378,0.929554811414208,-0.2381971918321255,0.8809542559165526,False,True,False,False,1.0826267056523442
130,-1.5216367873683796,0.2082575422507751,1.0982661212147462,-1.2242341474149916,0.8100912870852846,False,True,False,False,-1.391893821274168
131,1.2060091823060524,0.3108474645417974,0.7655283002197242,1.7198010603132663,-0.3038745829422424,True,False,False,False,4.5541138527716045
132,1.2060091823060524,-1.6041644182239505,1.598251252445914,-0.6634302590782302,-0.941641302423651,True,False,False,False,-0.21714939636358022
133,-1.5216367873683796,-0.7492483991320987,-1.6895404092831443,-1.194601181056378,-0.1252999014874475,False,True,False,False,-6.317655278669147
134,0.0370180524455814,0.8237970759969084,-1.0667549945907722,0.6789431169669646,0.4940424460978312,False,False,False,False,1.2695560803620465
135,-1.5216367873683796,-0.5098719137863802,-1.7269602381490048,1.2049282698323551,0.858278105890547,False,True,False,False,-1.957611871531418
136,0.0370180524455814,0.3792407460691455,0.5177024539594404,0.9841626704606844,0.6683653494227493,False,False,False,False,3.002340437499353
137,1.2060091823060524,1.4735332505067156,1.3965706724552676,-1.8131893537924368,0.2431875364351437,True,False,False,False,2.8194342692358236
138,0.816345472352562,0.139864260723427,-0.8993905643894747,0.5018861429742486,-0.8566057398261298,False,False,True,False,-0.04633218534207506
139,1.2060091823060524,0.4476340275964936,1.498289362189226,0.6100464701831881,0.6967105369552563,True,False,False,False,5.392716625506457
140,1.2060091823060524,0.9947802798152788,-1.5420863731575785,0.8256263004421014,0.2063387926428849,True,False,False,False,2.520699671083051
141,-0.7423093674613991,1.610319813561412,1.5242899944528283,1.0819514594441089,-1.1542302089174536,False,False,False,True,1.8189882365623826
142,-0.7423093674613991,-1.467377855169254,-0.5200975572467862,0.4018748815139273,-0.7630666209688564,False,False,False,True,-3.6106762130509393
143,-0.7423093674613991,0.8921903575242565,-1.3977360161085235,1.3730953539174875,1.585332166099353,False,False,False,True,2.0896365308537783
144,-0.7423093674613991,-0.0311189430949432,-0.0491581773731559,-0.9182737697623068,1.83618707576204,False,False,False,True,0.09137350311568637
145,0.0370180524455814,1.5077298912703898,-0.8527768182592323,0.6189363600907719,-1.5751562437751832,False,False,False,False,-0.5944993331192823
146,-1.5216367873683796,1.199960124397323,-0.7542203675843604,1.138254095525475,0.4373520710328171,False,True,False,False,0.09774718273362537
147,0.816345472352562,-0.6466584768410765,-0.6755743109852202,-1.7791114424800307,2.024682572853212,False,False,True,False,0.39943903443568507
148,1.2060091823060524,0.2766508237781233,1.0633058116170644,0.1618478540091576,0.2431875364351437,True,False,False,False,3.659331631030942
149,0.0370180524455814,0.3792407460691455,0.1377652870084192,1.7486932025129145,-0.6496858708388281,False,False,False,False,1.8263733226709573
150,0.816345472352562,-0.8860349621867949,-0.6615199151670568,-0.6041643263610029,-0.6355132770725745,False,False,True,False,-1.8742011206525588
151,0.0370180524455814,-1.0228215252414912,0.387406492728549,1.7301725985387806,0.9192202590854368,False,False,False,False,2.6913055012130345
152,0.0370180524455814,-0.441478632259032,0.758559662293218,-0.988652064864014,-1.5992496531778144,False,False,False,False,-2.8927989182654175
153,1.2060091823060524,-1.5699677774602765,-0.7972033947949106,1.9042662758956357,-1.9819096848666595,True,False,False,False,-0.8495204580480031
154,-1.5216367873683796,1.4393366097430416,-0.302840021891008,-0.0455829105011368,-1.7452273689702256,False,True,False,False,-3.4694536654631936
155,-0.7423093674613991,-1.0228215252414912,-1.3259414774707383,0.3574254319760073,0.4231794772665638,False,False,False,True,-2.4831832150865862
156,-1.5216367873683796,0.3450441053054714,-1.1180535393270692,-1.9161639118886185,0.6116749743577358,False,True,False,False,-4.559683842675453
157,1.2060091823060524,-0.8860349621867949,0.6357008188494385,-0.9590190985054003,-1.5609836500089296,True,False,False,False,-1.621422033096367
158,1.2060091823060524,0.0030776976687307,-1.1170580196232829,1.645718644416732,-0.5929954957738139,True,False,False,False,1.8990016802986465
159,1.2060091823060524,-0.0311189430949432,0.0886334616274223,0.2314853249518997,-1.2817835528137356,True,False,False,False,0.4779920632759811
160,0.816345472352562,0.0372743384324048,0.7336716696985537,1.8086999593891064,-0.8707783335923832,False,False,True,False,3.0338923342566306
161,-1.5216367873683796,1.5761231727977378,-1.378586901806276,1.0812106352851438,0.030598629941341,False,True,False,False,-0.7476879287951915
162,-1.5216367873683796,-0.4756752730227061,0.2364974176310181,0.730059983935573,0.858278105890547,False,True,False,False,-0.5297995180638588
163,0.0370180524455814,1.644516454325086,-0.8535380980327162,-0.9856887682281528,-0.1862420546823379,False,False,False,False,-0.5784357580000805
164,0.0370180524455814,0.5502239498875159,1.6241933247269411,0.8448877285752008,-0.0019983357210422,False,False,False,False,3.241211791135716
165,0.0370180524455814,0.9947802798152788,-0.0573565749337513,1.399024199481274,-0.1111273077211943,False,False,False,False,2.527314322889876
166,1.2060091823060524,-0.5440685545500543,1.0737294885155355,0.2314853249518997,0.111382414408986,True,False,False,False,2.7612542360985213
167,-1.5216367873683796,-0.4756752730227061,0.1765905554560958,-0.658985314124438,-0.0771130826821858,False,True,False,False,-3.4725692830553467
168,1.2060091823060524,-1.5015744959329282,-1.6012319555590169,-0.9560558018695392,0.3806616959678029,True,False,False,False,-1.94619943551817
169,0.816345472352562,-0.373085350731684,0.4674579889095058,0.0440568127336688,1.348649850202919,False,False,True,False,3.125003827250862
170,0.0370180524455814,-0.2704954284406617,1.5837869367497208,0.9426765175586252,-1.3583155591515044,False,False,False,False,0.7342201811508258
171,1.2060091823060524,0.2766508237781233,0.3568381818240434,-0.2863507621648722,0.6315166056304904,True,False,False,False,2.919853451783036
172,1.2060091823060524,-1.2963946513508835,1.1199918747503237,-0.722696191795457,-0.9756555274626592,True,False,False,False,-0.5029766189974866
173,0.816345472352562,-1.6041644182239505,1.348083006882603,-0.4248848798913909,1.2636142876053975,False,False,True,False,2.101273515204843
174,-0.7423093674613991,-1.0912148067688394,-0.9534414283068288,0.9937933845272336,-0.601499052033566,False,False,False,True,-2.7475169924787224
175,-1.5216367873683796,-0.3388887099680099,-1.0097175715620588,1.2204855771706276,2.11963895108711,False,True,False,False,0.5890518664353577
176,-0.7423093674613991,-0.9886248844778172,0.3896903320490007,0.7107985558024743,-0.5504777144750537,False,False,False,True,-1.575061365475516
177,0.0370180524455814,-1.1938047290598617,-0.3116825792599358,1.1449215129561627,1.439354450306941,False,False,False,False,1.7951063712949935
178,1.2060091823060524,1.610319813561412,1.1925476931615933,0.0418343402567727,2.2613648887496463,True,False,False,False,7.601856843864752
179,0.816345472352562,1.67871309508876,1.4035393103817737,0.8011791031962456,-0.4314279268385239,False,False,True,False,4.70732923294479
180,0.816345472352562,-0.8176416806594469,-0.5137730791286126,-0.4537770220910389,1.83618707576204,False,False,True,False,1.7356142207221892
181,-1.5216367873683796,-1.43318121440558,-0.9225803174894448,0.6811655894438607,-1.3951643029437637,False,True,False,False,-5.634531599441854
182,-0.7423093674613991,1.5077298912703898,0.9843669551050458,-1.7005840816297049,-0.0870338983185634,False,False,False,True,-0.775212170586441
183,-1.5216367873683796,1.2683534059246713,-0.7895320370774964,-0.9686498125719498,-1.4150059342165184,False,True,False,False,-4.805521301773209
184,1.2060091823060524,-0.2704954284406617,1.1320552311609142,-0.3115387835696936,-1.646019212606451,True,False,False,False,0.15690205950731206
185,-1.5216367873683796,-0.2021021469133136,-0.2671184325198423,1.058245086357218,-0.5363051207087998,False,True,False,False,-2.1789783137785035
186,0.816345472352562,-1.2280013698235357,0.5880915530154094,-1.3375802437366886,-0.0629404889159326,False,False,True,False,-1.1023105363540218
187,0.816345472352562,0.9605836390516046,-1.4183491299751636,-0.3396901016103767,0.2913743552404055,False,False,True,False,0.737911257485359
188,0.0370180524455814,-1.6383610589876243,0.4348400786148512,-0.6856549838471901,-0.2996228048123662,False,False,False,False,-2.360289528577105
189,0.0370180524455814,-0.441478632259032,-0.1687962217752731,-1.5316761733856077,-0.3421405861111265,False,False,False,False,-2.8375419453731268
190,1.2060091823060524,0.652813872178538,0.3041927574885057,-0.9004939899471386,1.0793705686441015,True,False,False,False,3.088609354426888
191,-0.7423093674613991,-0.407281991495358,-1.1641402456141308,-0.4730384502241379,-0.8948717429950142,False,False,False,True,-4.415865694464071
192,-1.5216367873683796,-0.3046920692043358,0.8312911606522143,1.5545972728639952,-0.0544369326561801,False,True,False,False,0.038892625379069096
193,1.2060091823060524,0.4134373868328196,1.2730091092205793,0.077393899887109,0.815760324591786,True,False,False,False,4.6488213713463304
194,0.0370180524455814,0.3450441053054714,-0.9932036564757164,-0.0337297239576914,-1.3668191154112563,False,False,False,False,-2.409972991285736
195,-1.5216367873683796,-1.2280013698235357,-1.4177635301494067,-0.8767876168602476,1.7228063256320116,False,True,False,False,-3.740716997936194
196,0.0370180524455814,1.3367466874520193,-1.6705669749286236,1.2427103019395878,-0.6539376489687043,False,False,False,False,0.3628402098599576
197,-1.5216367873683796,1.165763483633649,0.4983776597094655,1.5664504594074409,-2.02442746616542,False,True,False,False,-1.370329192435572
198,-0.7423093674613991,-1.6383610589876243,0.3760458561088671,-0.4100683967120837,0.9759106341504508,False,False,False,True,-1.59917750572977
199,1.2060091823060524,0.6870105129422122,0.1641758391500515,-0.9360535495774748,0.263029167707899,True,False,False,False,1.8788737840786411
200,-1.5216367873683796,-1.1254114475325134,-0.9398555123492708,0.7485805879097067,1.0510253811115944,False,True,False,False,-2.0830924399976336
